ID,Name,Name_nospace,Description,Ontological Scope,CRM Path,Expected Value Type,Field_Turtle,Category,Authors,Users,Funders
fie_44_Type at Time of Historically Being Part of Place,Type at Time of Historically Being Part of Place,Type_at_Time_of_Historically_Being_Part_of_Place,This field is used to record the type of the documented place at the time of being part of the referred instance of place which it historically was part of.,E53 Place,--> P161i --> E4[19] --> P166i --> E93[20] --> P10i --> E17[23] --> P42 --> E55[24]<br><br> --> P161i --> E4[19] --> P166i --> E93[20] --> P10i --> E17[23] --> P41 --> E4[19]<br><br> --> P161i --> E4[19] --> P166i --> E93[20] --> P164 --> E52[25] --> P82a --> xsd:dateTime<br><br> --> P161i --> E4[19] --> P166i --> E93[20] --> P164 --> E52[25] --> P82b --> xsd:dateTime,Concept,"crm:P161i_is_spatial_projection_of <https://example.org/event/fie_42_1> .
<https://example.org/event/fie_42_1> a crm:E4_Period;
crm:P166i_had_presence <https://example.org/stv/fie_42_2> .
<https://example.org/stv/fie_42_2> a crm:E93_Presence ;
crm:P10i_contains <https://example.org/event/fie_44_1> ;
crm:P164_is_temporally_specified_by <https://example.org/time_span/fie_45_1> .
<https://example.org/time_span/fie_45_1> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
<https://example.org/event/fie_44_1> a crm:E17_Type_Assignment;
crm:P42_assigned <https://example.org/type/fie_44_2> ;
crm:P41_classified <https://example.org/event/fie_42_1> .
<https://example.org/type/fie_44_2> a crm:E55_Type .",[CAT.2] Parthood,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_45_Historically Is Part of Place - Earliest Date Time,Historically Is Part of Place - Earliest Date Time,Historically_Is_Part_of_Place_-_Earliest_Date_Time,This field is used to record the earliest date at which the documented place fell within the referred instance of place that it was historically a part of.,E53 Place,--> P161i --> E4[42_1] --> P166i --> E93[42_2] --> P160 --> E52[45_1] --> P82a --> xsd:dateTime,Date,"crm:P161i_is_spatial_projection_of <https://example.org/event/fie_42_1> .
<https://example.org/event/fie_42_1> a crm:E4_Period;
crm:P166i_had_presence <https://example.org/stv/fie_42_2> .
<https://example.org/stv/fie_42_2> a crm:E93_Presence ;
crm:P164_is_temporally_specified_by <https://example.org/time_span/fie_45_1> .
<https://example.org/time_span/fie_45_1> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.2] Parthood,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_46_Historically Is Part of Place - Latest Date Time,Historically Is Part of Place - Latest Date Time,Historically_Is_Part_of_Place_-_Latest_Date_Time,This field is used to record the latest date at which the documented place fell within the referred instance of place that it was historically a part of.,E53 Place,--> P161i --> E4[42_1] --> P166i --> E93[42_2] --> P160 --> E52[45_1] --> P82b --> xsd:dateTime,Date,"crm:P161i_is_spatial_projection_of <https://example.org/event/fie_42_1> .
<https://example.org/event/fie_42_1> a crm:E4_Period;
crm:P166i_had_presence <https://example.org/stv/fie_42_2> .
<https://example.org/stv/fie_42_2> a crm:E93_Presence ;
crm:P164_is_temporally_specified_by <https://example.org/time_span/fie_45_1> .
<https://example.org/time_span/fie_45_1> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.2] Parthood,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_47_Historical Coordinates,Historical Coordinates,Historical_Coordinates,This field is used to record the historical coordinates of the geographic place to which the occurrence of the documented instance of place is localized..,E53 Place,--> P161i --> E4[42_1] --> P166i --> E93[42_2] --> P161 --> E53[47_1] --> P168 --> geo:wkt,GeoJson,"crm:P161i_is_spatial_projection_of <https://example.org/event/fie_42_1> .
<https://example.org/event/fie_42_1> a crm:E4_Period;
crm:P166i_had_presence <https://example.org/stv/fie_42_2> .
<https://example.org/stv/fie_42_2> a crm:E93_Presence ;
crm:P161i_is_spatial_projection_of <https://example.org/stv/fie_47_1> .
<https://example.org/stv/fie_47_1> a crm:E53_Place ;
crm:P168_place_is_defined_by """"^^geo:wkt .",[CAT.2] Parthood,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_48_Earliest Possible Start Date,Earliest Possible Start Date,Earliest_Possible_Start_Date,This field is used to record the earliest possible start date for the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P82a --> xsd:dateTime,Date,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_49_Latest Possible Start Date,Latest Possible Start Date,Latest_Possible_Start_Date,This field is used to record the latest possible start date for the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P81a --> xsd:dateTime,Date,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P81a_end_of_the_begin """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_50_Earliest Possible End Date,Earliest Possible End Date,Earliest_Possible_End_Date,This field is used to record the earliest possible end date for the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P81b --> xsd:dateTime,Date,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P81b_begin_of_the_end """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_51_Latest Possible End Date,Latest Possible End Date,Latest_Possible_End_Date,This field is used to record the latest possible end date for the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P82b --> xsd:dateTime,Date,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_52_Maximal Duration - Value,Maximal Duration - Value,Maximal_Duration_-_Value,This field is used to record the time value of the maximal known duration of the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P84 --> E54[52_1] --> P90 --> xsd:dateTime,Date,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P84_had_at_most_duration <https://example.org/dimension/fie_52_1>.
<https://example.org/dimension/fie_52_1> a crm:E54_Dimension ;
crm:P90_has_value ""content"" .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_53_Maximal Duration - Unit,Maximal Duration - Unit,Maximal_Duration_-_Unit,This field is used to indicate the unit of the time value of the maximal known duration of the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P84 --> E54[52_1] --> P91 --> E58,Concept,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P84_had_at_most_duration <https://example.org/dimension/fie_52_1>.
<https://example.org/dimension/fie_52_1> a crm:E54_Dimension ;
crm:P91_has_unit <https://example.org/type/fie_53_1> .
<https://example.org/type/fie_53_1> a crm:E58_Measurement_Unit .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_54_Minimal Duration - Value,Minimal Duration - Value,Minimal_Duration_-_Value,This field is used to record the time value of the minimal known duration of the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P83 --> E54[54_1] --> P90 --> xsd:dateTime,Date,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P83_had_at_least_duration <https://example.org/dimension/fie_54_1>.
<https://example.org/dimension/fie_54_1> a crm:E54_Dimension ;
crm:P90_has_value ""content"" .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_55_Minimal Duration - Unit,Minimal Duration - Unit,Minimal_Duration_-_Unit,This field is used to record the unit of the time value of the minimal known duration of the temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P83 --> E54[54_1] --> P91 --> E58[55_1],Concept,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P83_had_at_least_duration  <https://example.org/dimension/fie_54_1>.
<https://example.org/dimension/fie_54_1> a crm:E54_Dimension ;
crm:P91_has_unit <https://example.org/type/fie_55_1> .
<https://example.org/type/fie_55_1> a crm:E58_Measurement_Unit .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_56_Time Description,Time Description,Time_Description,This field is used to record a free text describing the time span of the documented temporal entity.,E2 Temporal Entity,--> P4 --> E52[48_1] --> P129i --> E33[56_1],Collection Model,"crm:P4_has_time-span <https://example.org/time_span/fie_48_1> .
<https://example.org/time_span/fie_48_1> a crm:E52_Time-Span ;
crm:P129i_is_subject_of <https://example.org/conceptual_object/fie_56_1> .
<https://example.org/conceptual_object/fie_56_1> a crm:E33_Linguistic_Object .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_57_Preceding Event,Preceding Event,Preceding_Event,This field is used to record an event preceding the documented event which was undertaken in preparation for it.,E7 Activity,--> P20i --> E5[57_1],Reference Model,"crm:P20i_was_purpose_of <https://example.org/time_span/fie_57_1> .
<https://example.org/time_span/fie_57_1> a crm:E5_Event .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_58_Production Date - Earliest,Production Date - Earliest,Production_Date_-_Earliest,This field is used to record the earliest possible date for the production of the documented physical object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P4 --> E52[58_2] --> P82a --> xsd:dateTime,Date,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P4_has_time-span <https://example.org/time_span/fie_58_2> .
<https://example.org/time_span/fie_58_2> a crm:E52_Time-Span;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_59_Production Date - Latest,Production Date - Latest,Production_Date_-_Latest,This field is used to record the latest possible date for the production of the documented physical object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P4 --> E52[58_2] --> P82b --> xsd:dateTime,Date,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P4_has_time-span <https://example.org/time_span/fie_58_2> .
<https://example.org/time_span/fie_58_2> a crm:E52_Time-Span;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_60_Production Location,Production Location,Production_Location,This field is used to record the place of the production of the documented physical object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P7 --> E53[60_1],Reference Model,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P7_took_place_at <https://example.org/place/fie_60_1> . <https://example.org/place/fie_60_1> a crm:E53_Place .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_61_Production Period,Production Period,Production_Period,This field is used to record the historical period in which the production of the documented physical object occurred.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P10 --> E4[61_1],Reference Model,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P10_falls_within <https://example.org/event/fie_61_1> . <https://example.org/event/fie_61_1> a crm:E4_Period .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_62_Destruction Date - Earliest,Destruction Date - Earliest,Destruction_Date_-_Earliest,This field is used to record the earliest possible date for the destruction of the documented physical object.,E18 Physical Thing,--> P13i --> E6[62_1] --> P4 --> E52[62_2] --> P82a --> xsd:dateTime,Date,"crm:P13i_was_destroyed_by <https://example.org/event/fie_62_1> .
<https://example.org/event/fie_62_1> a crm:E6_Destruction;
crm:P4_has_time-span <https://example.org/time_span/fie_62_2> .
<https://example.org/time_span/fie_62_2> a crm:E52_Time-Span;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_63_Destruction Date - Latest,Destruction Date - Latest,Destruction_Date_-_Latest,This field is used to record the latest possible date for the destruction of the documented physical object.,E18 Physical Thing,--> P13i --> E6[62_1] --> P4 --> E52[62_2] --> P82b --> xsd:dateTime,Date,"crm:P13i_was_destroyed_by <https://example.org/event/fie_62_1> .
<https://example.org/event/fie_62_1> a crm:E6_Destruction;
crm:P4_has_time-span <https://example.org/time_span/fie_62_2> .
<https://example.org/time_span/fie_62_2> a crm:E52_Time-Span;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_64_Destruction Location,Destruction Location,Destruction_Location,This field is used to record the place of the destruction of the documented physical object.,E18 Physical Thing,--> P13i --> E6[62_1] --> P7 --> E53[64_1],Reference Model,"crm:P13i_was_destroyed_by <https://example.org/event/fie_62_1> .
<https://example.org/event/fie_62_1> a crm:E6_Destruction;
crm:P7_took_place_at <https://example.org/place/fie_64_1> . <https://example.org/place/fie_64_1> a crm:E53_Place .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_65_Destruction period,Destruction period,Destruction_period,This field is used to record the historical period in which the destruction of the documented physical object occurred.,E18 Physical Thing,--> P13i --> E6[62_1] --> P10 --> E4[65_1],Reference Model,"crm:P13i_was_destroyed_by <https://example.org/event/fie_62_1> .
<https://example.org/event/fie_62_1> a crm:E6_Destruction;
crm:P10_falls_within <https://example.org/event/fie_65_1> . <https://example.org/event/fie_65_1> a crm:E4_Period .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_66_Creation Date - Early,Creation Date - Early,Creation_Date_-_Early,This field is used to record the earliest possible date for the creation of the documented digital object.,D1 Digital Object,"--> L11i --> D7[66_1] --> P4 --> E52[66_2] --> P81a --> xsd:dateTime<br><br> --> L11i --> D7[66_1] --> P2 --> E55 ""Creation""[66_3]",Date,"crmdig:L11i_was_output_of <https://example.org/event/fie_66_1> .
<https://example.org/event/fie_66_1> a crmdig:D7_Digital_Machine_Event;
crm:P2_has_type <https://example.org/type/fie_66_3> ;
crm:P4_has_time-span <https://example.org/time_span/fie_66_2> .
<https://example.org/type/fie_66_3> a crm:E55_Type;
rdfs:label ""Creation"" .
<https://example.org/time_span/fie_66_2> a crm:E52_Time-Span;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
